name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Prince Edward County, Virginia",1580.0,317.0,1.0,05000US51147,51,147,T,All,All,All,All
"Prince Edward County, Virginia",20.0,38.0,2.0,05000US51147,51,147,S,Substandard,All,All,All
"Prince Edward County, Virginia",1560.0,315.0,3.0,05000US51147,51,147,S,Standard,All,All,All
"Prince Edward County, Virginia",530.0,209.0,4.0,05000US51147,51,147,S,Standard,VHUD50,All,All
"Prince Edward County, Virginia",155.0,108.0,5.0,05000US51147,51,147,S,Standard,VHUD50,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,6.0,05000US51147,51,147,D,Standard,VHUD50,30% AMI or less,0 or 1
"Prince Edward County, Virginia",65.0,68.0,7.0,05000US51147,51,147,D,Standard,VHUD50,30% AMI or less,2
"Prince Edward County, Virginia",90.0,88.0,8.0,05000US51147,51,147,D,Standard,VHUD50,30% AMI or less,3 or more
"Prince Edward County, Virginia",70.0,67.0,9.0,05000US51147,51,147,S,Standard,VHUD50,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,10.0,05000US51147,51,147,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Prince Edward County, Virginia",25.0,35.0,11.0,05000US51147,51,147,D,Standard,VHUD50,30.1-50% AMI,2
"Prince Edward County, Virginia",50.0,54.0,12.0,05000US51147,51,147,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Prince Edward County, Virginia",125.0,111.0,13.0,05000US51147,51,147,S,Standard,VHUD50,50.1-80% AMI,All
"Prince Edward County, Virginia",0.0,161.0,14.0,05000US51147,51,147,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,15.0,05000US51147,51,147,D,Standard,VHUD50,50.1-80% AMI,2
"Prince Edward County, Virginia",125.0,111.0,16.0,05000US51147,51,147,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Prince Edward County, Virginia",35.0,64.0,17.0,05000US51147,51,147,S,Standard,VHUD50,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,18.0,05000US51147,51,147,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Prince Edward County, Virginia",35.0,64.0,19.0,05000US51147,51,147,D,Standard,VHUD50,80.1-95% AMI,2
"Prince Edward County, Virginia",0.0,161.0,20.0,05000US51147,51,147,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Prince Edward County, Virginia",145.0,116.0,21.0,05000US51147,51,147,S,Standard,VHUD50,95.1% AMI and above,All
"Prince Edward County, Virginia",0.0,161.0,22.0,05000US51147,51,147,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Prince Edward County, Virginia",30.0,43.0,23.0,05000US51147,51,147,D,Standard,VHUD50,95.1% AMI and above,2
"Prince Edward County, Virginia",115.0,110.0,24.0,05000US51147,51,147,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Prince Edward County, Virginia",295.0,143.0,25.0,05000US51147,51,147,S,Standard,VHUD80,All,All
"Prince Edward County, Virginia",65.0,67.0,26.0,05000US51147,51,147,S,Standard,VHUD80,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,27.0,05000US51147,51,147,D,Standard,VHUD80,30% AMI or less,0 or 1
"Prince Edward County, Virginia",20.0,43.0,28.0,05000US51147,51,147,D,Standard,VHUD80,30% AMI or less,2
"Prince Edward County, Virginia",40.0,53.0,29.0,05000US51147,51,147,D,Standard,VHUD80,30% AMI or less,3 or more
"Prince Edward County, Virginia",0.0,161.0,30.0,05000US51147,51,147,S,Standard,VHUD80,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,31.0,05000US51147,51,147,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,32.0,05000US51147,51,147,D,Standard,VHUD80,30.1-50% AMI,2
"Prince Edward County, Virginia",0.0,161.0,33.0,05000US51147,51,147,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Prince Edward County, Virginia",95.0,83.0,34.0,05000US51147,51,147,S,Standard,VHUD80,50.1-80% AMI,All
"Prince Edward County, Virginia",0.0,161.0,35.0,05000US51147,51,147,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Prince Edward County, Virginia",35.0,64.0,36.0,05000US51147,51,147,D,Standard,VHUD80,50.1-80% AMI,2
"Prince Edward County, Virginia",60.0,66.0,37.0,05000US51147,51,147,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Prince Edward County, Virginia",20.0,33.0,38.0,05000US51147,51,147,S,Standard,VHUD80,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,39.0,05000US51147,51,147,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,40.0,05000US51147,51,147,D,Standard,VHUD80,80.1-95% AMI,2
"Prince Edward County, Virginia",20.0,33.0,41.0,05000US51147,51,147,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Prince Edward County, Virginia",120.0,91.0,42.0,05000US51147,51,147,S,Standard,VHUD80,95.1% AMI and above,All
"Prince Edward County, Virginia",0.0,161.0,43.0,05000US51147,51,147,D,Standard,VHUD80,95.1% AMI and above,0 or 1
"Prince Edward County, Virginia",55.0,58.0,44.0,05000US51147,51,147,D,Standard,VHUD80,95.1% AMI and above,2
"Prince Edward County, Virginia",65.0,69.0,45.0,05000US51147,51,147,D,Standard,VHUD80,95.1% AMI and above,3 or more
"Prince Edward County, Virginia",95.0,73.0,46.0,05000US51147,51,147,S,Standard,VHUD100,All,All
"Prince Edward County, Virginia",0.0,161.0,47.0,05000US51147,51,147,S,Standard,VHUD100,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,48.0,05000US51147,51,147,D,Standard,VHUD100,30% AMI or less,0 or 1
"Prince Edward County, Virginia",0.0,161.0,49.0,05000US51147,51,147,D,Standard,VHUD100,30% AMI or less,2
"Prince Edward County, Virginia",0.0,161.0,50.0,05000US51147,51,147,D,Standard,VHUD100,30% AMI or less,3 or more
"Prince Edward County, Virginia",0.0,161.0,51.0,05000US51147,51,147,S,Standard,VHUD100,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,52.0,05000US51147,51,147,D,Standard,VHUD100,30.1-50% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,53.0,05000US51147,51,147,D,Standard,VHUD100,30.1-50% AMI,2
"Prince Edward County, Virginia",0.0,161.0,54.0,05000US51147,51,147,D,Standard,VHUD100,30.1-50% AMI,3 or more
"Prince Edward County, Virginia",20.0,34.0,55.0,05000US51147,51,147,S,Standard,VHUD100,50.1-80% AMI,All
"Prince Edward County, Virginia",0.0,161.0,56.0,05000US51147,51,147,D,Standard,VHUD100,50.1-80% AMI,0 or 1
"Prince Edward County, Virginia",20.0,34.0,57.0,05000US51147,51,147,D,Standard,VHUD100,50.1-80% AMI,2
"Prince Edward County, Virginia",0.0,161.0,58.0,05000US51147,51,147,D,Standard,VHUD100,50.1-80% AMI,3 or more
"Prince Edward County, Virginia",15.0,29.0,59.0,05000US51147,51,147,S,Standard,VHUD100,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,60.0,05000US51147,51,147,D,Standard,VHUD100,80.1-95% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,61.0,05000US51147,51,147,D,Standard,VHUD100,80.1-95% AMI,2
"Prince Edward County, Virginia",15.0,29.0,62.0,05000US51147,51,147,D,Standard,VHUD100,80.1-95% AMI,3 or more
"Prince Edward County, Virginia",60.0,60.0,63.0,05000US51147,51,147,S,Standard,VHUD100,95.1% AMI and above,All
"Prince Edward County, Virginia",0.0,161.0,64.0,05000US51147,51,147,D,Standard,VHUD100,95.1% AMI and above,0 or 1
"Prince Edward County, Virginia",20.0,38.0,65.0,05000US51147,51,147,D,Standard,VHUD100,95.1% AMI and above,2
"Prince Edward County, Virginia",40.0,49.0,66.0,05000US51147,51,147,D,Standard,VHUD100,95.1% AMI and above,3 or more
"Prince Edward County, Virginia",645.0,244.0,67.0,05000US51147,51,147,S,Standard,Greater than VHUD100,All,All
"Prince Edward County, Virginia",125.0,133.0,68.0,05000US51147,51,147,S,Standard,Greater than VHUD100,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,69.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30% AMI or less,0 or 1
"Prince Edward County, Virginia",0.0,161.0,70.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30% AMI or less,2
"Prince Edward County, Virginia",125.0,133.0,71.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30% AMI or less,3 or more
"Prince Edward County, Virginia",40.0,67.0,72.0,05000US51147,51,147,S,Standard,Greater than VHUD100,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,73.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30.1-50% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,74.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30.1-50% AMI,2
"Prince Edward County, Virginia",40.0,67.0,75.0,05000US51147,51,147,D,Standard,Greater than VHUD100,30.1-50% AMI,3 or more
"Prince Edward County, Virginia",120.0,98.0,76.0,05000US51147,51,147,S,Standard,Greater than VHUD100,50.1-80% AMI,All
"Prince Edward County, Virginia",0.0,161.0,77.0,05000US51147,51,147,D,Standard,Greater than VHUD100,50.1-80% AMI,0 or 1
"Prince Edward County, Virginia",25.0,42.0,78.0,05000US51147,51,147,D,Standard,Greater than VHUD100,50.1-80% AMI,2
"Prince Edward County, Virginia",95.0,85.0,79.0,05000US51147,51,147,D,Standard,Greater than VHUD100,50.1-80% AMI,3 or more
"Prince Edward County, Virginia",0.0,161.0,80.0,05000US51147,51,147,S,Standard,Greater than VHUD100,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,81.0,05000US51147,51,147,D,Standard,Greater than VHUD100,80.1-95% AMI,0 or 1
"Prince Edward County, Virginia",0.0,161.0,82.0,05000US51147,51,147,D,Standard,Greater than VHUD100,80.1-95% AMI,2
"Prince Edward County, Virginia",0.0,161.0,83.0,05000US51147,51,147,D,Standard,Greater than VHUD100,80.1-95% AMI,3 or more
"Prince Edward County, Virginia",355.0,203.0,84.0,05000US51147,51,147,S,Standard,Greater than VHUD100,95.1% AMI and above,All
"Prince Edward County, Virginia",0.0,161.0,85.0,05000US51147,51,147,D,Standard,Greater than VHUD100,95.1% AMI and above,0 or 1
"Prince Edward County, Virginia",80.0,88.0,86.0,05000US51147,51,147,D,Standard,Greater than VHUD100,95.1% AMI and above,2
"Prince Edward County, Virginia",275.0,171.0,87.0,05000US51147,51,147,D,Standard,Greater than VHUD100,95.1% AMI and above,3 or more
