name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Young_Children
"Accomack County, Virginia",14920.0,633.0,1.0,05000US51001,51,001,T,All,All,All
"Accomack County, Virginia",11585.0,623.0,2.0,05000US51001,51,001,S,Owner,All,All
"Accomack County, Virginia",200.0,107.0,3.0,05000US51001,51,001,S,Owner,2000+,All
"Accomack County, Virginia",80.0,90.0,4.0,05000US51001,51,001,D,Owner,2000+,Yes
"Accomack County, Virginia",115.0,72.0,5.0,05000US51001,51,001,D,Owner,2000+,No
"Accomack County, Virginia",3175.0,532.0,6.0,05000US51001,51,001,S,Owner,1980 to 1999,All
"Accomack County, Virginia",435.0,299.0,7.0,05000US51001,51,001,D,Owner,1980 to 1999,Yes
"Accomack County, Virginia",2735.0,465.0,8.0,05000US51001,51,001,D,Owner,1980 to 1999,No
"Accomack County, Virginia",3735.0,530.0,9.0,05000US51001,51,001,S,Owner,1960 to 1979,All
"Accomack County, Virginia",490.0,265.0,10.0,05000US51001,51,001,D,Owner,1960 to 1979,Yes
"Accomack County, Virginia",3245.0,520.0,11.0,05000US51001,51,001,D,Owner,1960 to 1979,No
"Accomack County, Virginia",1685.0,354.0,12.0,05000US51001,51,001,S,Owner,1940 to 1959,All
"Accomack County, Virginia",220.0,155.0,13.0,05000US51001,51,001,D,Owner,1940 to 1959,Yes
"Accomack County, Virginia",1465.0,275.0,14.0,05000US51001,51,001,D,Owner,1940 to 1959,No
"Accomack County, Virginia",2795.0,463.0,15.0,05000US51001,51,001,S,Owner,1939-,All
"Accomack County, Virginia",390.0,139.0,16.0,05000US51001,51,001,D,Owner,1939-,Yes
"Accomack County, Virginia",2405.0,440.0,17.0,05000US51001,51,001,D,Owner,1939-,No
"Accomack County, Virginia",3335.0,435.0,18.0,05000US51001,51,001,S,Renter,All,All
"Accomack County, Virginia",95.0,117.0,19.0,05000US51001,51,001,S,Renter,2000+,All
"Accomack County, Virginia",0.0,161.0,20.0,05000US51001,51,001,D,Renter,2000+,Yes
"Accomack County, Virginia",95.0,117.0,21.0,05000US51001,51,001,D,Renter,2000+,No
"Accomack County, Virginia",720.0,263.0,22.0,05000US51001,51,001,S,Renter,1980 to 1999,All
"Accomack County, Virginia",190.0,202.0,23.0,05000US51001,51,001,D,Renter,1980 to 1999,Yes
"Accomack County, Virginia",530.0,206.0,24.0,05000US51001,51,001,D,Renter,1980 to 1999,No
"Accomack County, Virginia",1465.0,388.0,25.0,05000US51001,51,001,S,Renter,1960 to 1979,All
"Accomack County, Virginia",310.0,204.0,26.0,05000US51001,51,001,D,Renter,1960 to 1979,Yes
"Accomack County, Virginia",1155.0,403.0,27.0,05000US51001,51,001,D,Renter,1960 to 1979,No
"Accomack County, Virginia",375.0,122.0,28.0,05000US51001,51,001,S,Renter,1940 to 1959,All
"Accomack County, Virginia",90.0,84.0,29.0,05000US51001,51,001,D,Renter,1940 to 1959,Yes
"Accomack County, Virginia",285.0,112.0,30.0,05000US51001,51,001,D,Renter,1940 to 1959,No
"Accomack County, Virginia",685.0,217.0,31.0,05000US51001,51,001,S,Renter,1939-,All
"Accomack County, Virginia",145.0,126.0,32.0,05000US51001,51,001,D,Renter,1939-,Yes
"Accomack County, Virginia",535.0,171.0,33.0,05000US51001,51,001,D,Renter,1939-,No
