name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Newport News city, Virginia",73275.0,721.0,1.0,05000US51700,51,700,T,All,All,All,All
"Newport News city, Virginia",38530.0,1070.0,2.0,05000US51700,51,700,S,Owner,All,All,All
"Newport News city, Virginia",10335.0,944.0,3.0,05000US51700,51,700,S,Owner,Yes,All,All
"Newport News city, Virginia",2090.0,457.0,4.0,05000US51700,51,700,S,Owner,Yes,30% AMI or less,All
"Newport News city, Virginia",1130.0,254.0,5.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,White
"Newport News city, Virginia",830.0,343.0,6.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Black
"Newport News city, Virginia",45.0,71.0,7.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Asian
"Newport News city, Virginia",35.0,56.0,8.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,American Indian
"Newport News city, Virginia",0.0,161.0,9.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Pacific Islander
"Newport News city, Virginia",40.0,59.0,10.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Hispanic
"Newport News city, Virginia",4.0,20.0,11.0,05000US51700,51,700,D,Owner,Yes,30% AMI or less,Other
"Newport News city, Virginia",1820.0,359.0,12.0,05000US51700,51,700,S,Owner,Yes,30.1-50% AMI,All
"Newport News city, Virginia",1150.0,297.0,13.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,White
"Newport News city, Virginia",460.0,165.0,14.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Black
"Newport News city, Virginia",75.0,78.0,15.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Asian
"Newport News city, Virginia",30.0,49.0,16.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,17.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Newport News city, Virginia",100.0,119.0,18.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Hispanic
"Newport News city, Virginia",0.0,161.0,19.0,05000US51700,51,700,D,Owner,Yes,30.1-50% AMI,Other
"Newport News city, Virginia",2630.0,405.0,20.0,05000US51700,51,700,S,Owner,Yes,50.1-80% AMI,All
"Newport News city, Virginia",1355.0,270.0,21.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,White
"Newport News city, Virginia",1085.0,286.0,22.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Black
"Newport News city, Virginia",20.0,35.0,23.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Asian
"Newport News city, Virginia",35.0,42.0,24.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,25.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Newport News city, Virginia",95.0,113.0,26.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Hispanic
"Newport News city, Virginia",40.0,66.0,27.0,05000US51700,51,700,D,Owner,Yes,50.1-80% AMI,Other
"Newport News city, Virginia",1235.0,368.0,28.0,05000US51700,51,700,S,Owner,Yes,80.1-95% AMI,All
"Newport News city, Virginia",595.0,240.0,29.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,White
"Newport News city, Virginia",515.0,229.0,30.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,Black
"Newport News city, Virginia",0.0,161.0,31.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,Asian
"Newport News city, Virginia",0.0,161.0,32.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,33.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Newport News city, Virginia",115.0,145.0,34.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,Hispanic
"Newport News city, Virginia",10.0,20.0,35.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI,Other
"Newport News city, Virginia",2555.0,530.0,36.0,05000US51700,51,700,S,Owner,Yes,95.1% AMI and above,All
"Newport News city, Virginia",1555.0,391.0,37.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,White
"Newport News city, Virginia",875.0,326.0,38.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,Black
"Newport News city, Virginia",55.0,63.0,39.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,Asian
"Newport News city, Virginia",0.0,161.0,40.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,American Indian
"Newport News city, Virginia",0.0,161.0,41.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Newport News city, Virginia",60.0,54.0,42.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,Hispanic
"Newport News city, Virginia",10.0,24.0,43.0,05000US51700,51,700,D,Owner,Yes,95.1% AMI and above,Other
"Newport News city, Virginia",27970.0,1357.0,44.0,05000US51700,51,700,S,Owner,No,All,All
"Newport News city, Virginia",305.0,143.0,45.0,05000US51700,51,700,S,Owner,No,30% AMI or less,All
"Newport News city, Virginia",120.0,94.0,46.0,05000US51700,51,700,D,Owner,No,30% AMI or less,White
"Newport News city, Virginia",120.0,79.0,47.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Black
"Newport News city, Virginia",0.0,161.0,48.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Asian
"Newport News city, Virginia",0.0,161.0,49.0,05000US51700,51,700,D,Owner,No,30% AMI or less,American Indian
"Newport News city, Virginia",0.0,161.0,50.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Pacific Islander
"Newport News city, Virginia",65.0,75.0,51.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Hispanic
"Newport News city, Virginia",0.0,161.0,52.0,05000US51700,51,700,D,Owner,No,30% AMI or less,Other
"Newport News city, Virginia",910.0,330.0,53.0,05000US51700,51,700,S,Owner,No,30.1-50% AMI,All
"Newport News city, Virginia",540.0,238.0,54.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,White
"Newport News city, Virginia",275.0,175.0,55.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Black
"Newport News city, Virginia",0.0,161.0,56.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Asian
"Newport News city, Virginia",15.0,23.0,57.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,58.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Pacific Islander
"Newport News city, Virginia",55.0,77.0,59.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Hispanic
"Newport News city, Virginia",20.0,39.0,60.0,05000US51700,51,700,D,Owner,No,30.1-50% AMI,Other
"Newport News city, Virginia",3300.0,454.0,61.0,05000US51700,51,700,S,Owner,No,50.1-80% AMI,All
"Newport News city, Virginia",2195.0,333.0,62.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,White
"Newport News city, Virginia",1005.0,298.0,63.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Black
"Newport News city, Virginia",65.0,69.0,64.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Asian
"Newport News city, Virginia",0.0,161.0,65.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,66.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Pacific Islander
"Newport News city, Virginia",20.0,38.0,67.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Hispanic
"Newport News city, Virginia",10.0,18.0,68.0,05000US51700,51,700,D,Owner,No,50.1-80% AMI,Other
"Newport News city, Virginia",1945.0,363.0,69.0,05000US51700,51,700,S,Owner,No,80.1-95% AMI,All
"Newport News city, Virginia",1180.0,244.0,70.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,White
"Newport News city, Virginia",690.0,255.0,71.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,Black
"Newport News city, Virginia",35.0,54.0,72.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,Asian
"Newport News city, Virginia",0.0,161.0,73.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,American Indian
"Newport News city, Virginia",0.0,161.0,74.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,Pacific Islander
"Newport News city, Virginia",40.0,70.0,75.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,Hispanic
"Newport News city, Virginia",0.0,161.0,76.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI,Other
"Newport News city, Virginia",21515.0,1203.0,77.0,05000US51700,51,700,S,Owner,No,95.1% AMI and above,All
"Newport News city, Virginia",15310.0,939.0,78.0,05000US51700,51,700,D,Owner,No,95.1% AMI and above,White
"Newport News city, Virginia",5090.0,589.0,79.0,05000US51700,51,700,D,Owner,No,95.1% AMI and above,Black
"Newport News city, Virginia",445.0,185.0,80.0,05000US51700,51,700,D,Owner,No,95.1% AMI and above,Asian
"Newport News city, Virginia",35.0,36.0,81.0,05000US51700,51,700,D,Owner,No,95.1% AMI and above,American Indian
"Newport News city, Virginia",0.0,161.0,82.0,05000US51700,51,700,D,Owner,No,95.1% AMI and above,Pacific Islander
